FID,Name_Common,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf (deprecated),TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
481,Canadian Hemlock,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645024.1848,1451201.774
482,Canadian Hemlock,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645030.2094,1451211.022
483,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645070.2094,1451165.765
484,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645118.2338,1451193.041
485,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645164.2549,1451183.173
486,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645183.528,1451190.648
487,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645194.3395,1451202.145
488,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645195.148,1451222.322
489,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645246.9114,1451257.357
490,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645239.4023,1451275.619
491,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645276.7389,1451211.991
492,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645298.4223,1451218.166
493,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645316.5709,1451223.476
494,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645338.4065,1451226.734
495,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645362.7132,1451227.909
496,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645385.2136,1451230.122
497,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645406.2657,1451230.576
498,American Sweetgum,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645424.3662,1451232.259
499,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645377.661,1451281.693
500,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645343.1892,1451281.12
501,Freemanii Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645341.0226,1451297.699
502,Silver Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645351.1396,1451352.741
503,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645351.9579,1451417.888
504,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645377.3249,1451405.463
505,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645324.5875,1451390.594
506,Crabapple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645331.6981,1451409.529
507,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645329.1282,1451418.405
508,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645420.698,1451377.885
509,Magnolia,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645419.3914,1451365.303
510,Kousa Dogwood,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645410.7383,1451344.594
511,Arborvitae,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645400.2957,1451323.615
512,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645453.6837,1451350.039
513,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645455.4458,1451345.026
514,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645488.2254,1451354.455
515,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645513.4652,1451342.376
516,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645525.3778,1451318.279
517,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645539.4224,1451305.506
518,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645559.6251,1451309.351
519,Sugar Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645571.7869,1451299.461
520,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645527.7704,1451274.27
521,Red Maple,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645493.799,1451249.447
522,American Sweetgum,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645464.0811,1451251.045
523,Arborvitae,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645436.3837,1451293.171
524,Austrian Pine,0,,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645424.9928,1451310.052
525,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645652.8742,1451267.064
526,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645661.7018,1451254.494
527,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645660.7562,1451263.658
528,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645670.4225,1451263.758
529,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645674.0105,1451257.184
530,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645681.281,1451240.907
531,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645688.5376,1451249.677
532,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645689.7993,1451237.403
533,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645700.4742,1451240.313
534,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645699.3565,1451231.446
535,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645691.5794,1451226.127
536,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645730.6412,1451222.739
537,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645702.5815,1451223.076
538,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645716.8916,1451217.938
539,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645726.4238,1451204.638
540,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645693.0979,1451215.847
541,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645707.5024,1451199.275
542,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645722.1431,1451185.506
543,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645718.358,1451166.709
544,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645703.0469,1451177.967
545,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645717.6039,1451144.473
546,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645702.4799,1451157.533
547,Red Oak,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645689.3526,1451168.899
548,Flowering Cherry,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645671.0942,1451177.684
549,Black Cherry,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645716.098,1451125.176
550,Paper Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645703.5991,1451142.216
551,Paper Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645707.7771,1451131.941
552,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645694.2326,1451150.382
553,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645695.6104,1451141.27
554,Paper Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645691.9704,1451131.363
555,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645693.2927,1451126.375
556,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645683.1289,1451146.48
557,Paper Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645683.0485,1451136.256
558,Paper Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645676.2238,1451151.728
559,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645677.154,1451138.795
560,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645675.5318,1451131.863
561,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645667.8783,1451135.942
562,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645651.2383,1451124.082
563,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645655.1957,1451133.716
564,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645642.6584,1451121.336
565,Sassafras,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645604.931,1451136.601
566,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645544.3032,1451115.353
567,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645549.6657,1451106.068
568,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645558.8392,1451105.105
569,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645575.767,1451103.368
570,Sassafras,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645571.8038,1451131.292
571,Canadian Hemlock,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645575.5371,1451122.782
572,White Oak,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645573.3788,1451154.563
573,White Oak,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645594.6466,1451119.765
574,Sassafras,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645587.0452,1451131.985
575,Canadian Hemlock,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645593.3057,1451105.058
576,Canadian Hemlock,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645598.908,1451109.45
577,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645621.1735,1451105.534
578,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645612.19,1451110.012
579,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645617.635,1451100.924
580,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645608.2127,1451104.012
581,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645557.8204,1451220.071
582,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645559.6388,1451228.224
583,River Birch,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645567.9706,1451223.491
584,Green Ash,0,Ash,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645392.0652,1451202.375
585,Green Ash,0,Ash,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645345.6476,1451198.236
586,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645313.6218,1451188.648
587,Black Tupelo,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645251.1078,1451043.192
588,Black Tupelo,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645225.1954,1451039.953
589,Green Ash,0,Ash,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645146.0202,1451022.697
590,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645111.3323,1451015.624
591,Littleleaf Linden,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645191.1838,1451064.457
592,Norway Spruce,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645197.5937,1451109.991
593,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645163.5657,1451135.321
594,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645147.0422,1451133.471
595,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645130.6195,1451130.8
596,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645113.2189,1451126.517
597,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645095.427,1451122.344
598,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644958.7721,1451123.135
599,Tree of Heaven,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644986.1146,1451119.961
600,Hawthorn,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645007.3161,1451110.299
601,Kousa Dogwood,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644988.4481,1451046.723
602,Red Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644996.466,1451036.047
603,Silver Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644872.4905,1451043.032
604,Silver Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644891.7583,1450998.44
605,Silver Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644904.0524,1451001.823
606,Black Locust,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644871.6524,1451019.517
607,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644861.3891,1450976.269
608,American Elm,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644852.2723,1450992.613
609,Black Locust,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644848.8919,1450983.251
610,Red Mulberry,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644847.5727,1450995.394
611,Littleleaf Linden,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644838.7253,1450971.971
612,Cypress,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644853.4519,1451042.387
613,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644909.6854,1451137.284
614,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644918.6475,1451139.971
615,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644913.1464,1451127.422
616,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644923.2335,1451126.05
617,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644918.3677,1451120.162
618,Silver Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644903.8372,1451102.738
619,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644920.4649,1451110.082
620,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644916.581,1451097.151
621,Austrian Pine,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644927.4205,1451102.508
622,Crabapple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644861.8663,1451150.813
623,Crabapple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644865.5686,1451159.802
624,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644663.3077,1450961.219
625,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644680.4413,1450993.148
626,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644702.2062,1451001.866
627,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644687.491,1451017.396
628,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644771.2326,1450948.978
629,Green Ash,0,Ash,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644755.3346,1450952.192
630,Honey Locust,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644678.4678,1450937.349
631,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644703.5311,1450978.894
632,Kousa Dogwood,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644800.806,1451001.081
633,Kousa Dogwood,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644809.3334,1451018.101
634,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644724.8834,1451053.173
635,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644712.6657,1451057.172
636,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644682.5667,1451062.392
637,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644703.5064,1451093.466
638,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644721.6864,1451136.52
639,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644740.643,1451176.851
640,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644756.8873,1451162.666
641,Sugar Maple,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644741.3593,1451130.884
642,Black Walnut,0,,2012-02-07,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644744.538,1451091.464
